client,year,total,client_clue,lobbyingfirmhired,totalamount,lobbyist,revolvingdoorprofiles,formermembersofcongress,lobby_status,experience,target
Ally Financial,2019,2250000,Ally Financial,Daly Consulting Group,100000, Erik Johnson ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, Milan Dalal ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, John Sonsalla ,0,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Crossroads Strategies,120000, Katherine Dapper ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Ally Financial,2250000, Joshua P Wilsusen ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Crossroads Strategies,120000, Rontel Batie ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, Travis Norton ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Crossroads Strategies,120000, Wally Burnett ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Daly Consulting Group,100000, Justin Daly ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, Zachary Pfister ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Capitol Counsel,80000, De'ana Dow ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Capitol Counsel,80000, Joseph Eannello ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Ally Financial,2250000, Kristin Eagan ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, Nadeam Elshami ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, Greta Joynes ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Capitol Counsel,80000, Jeffrey M Walter ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Crossroads Strategies,120000, Todd M Weiss ,1,0,1,8,1
Ally Financial,2019,2250000,Ally Financial,Brownstein Hyatt et al,100000, Radha Mohan ,0,0,1,8,1
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, Jenn Fogel-Bublick ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, Lyndon K Boozer ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, John D Raffaelli ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, Drew Goesl ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, David W Jones ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, Ann Jablon ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, De'ana Dow ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, Warren Tryon ,1,0,1,0,0
Amalgamated Bank,2019,200000,Amalgamated Bank,Capitol Counsel,200000, Shannon Finley ,1,0,1,0,0
American Bank Note Holographics,2008,6600,American Bank Note Holographics,MJ Simon & Co,6600, Melanie Morris ,0,0,1,1,0
American Bank Note Holographics,2008,6600,American Bank Note Holographics,MJ Simon & Co,6600, Marsha Simon ,1,0,1,1,0
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Gerald Joseph Pigg ,0,0,1,10,1
American Bankers Assn,2008,8960000,Florida Bankers Assn,Akerman Senterfitt & Eidson,0, Thomas Cardwell ,0,0,1,10,1
American Bankers Assn,2008,8960000,Florida Bankers Assn,Florida Bankers Assn,0, Alejandro Sanchez ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Nessa Feddis ,0,0,1,10,1
American Bankers Assn,2008,8960000,Florida Bankers Assn,Florida Bankers Assn,0, Anthony Dimarco ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Lisa J Bleier ,1,0,1,10,1
American Bankers Assn,2008,8960000,Florida Bankers Assn,Florida Bankers Assn,0, Allison Kinney ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Donna Steele Flynn ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Sally Miller ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Peter L Blocklin ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn Securities Assn,American Bankers Assn Securities Assn,69732, J Kevin A McKechnie ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Mark Tedhundfeld ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Lawrence Seyfried ,1,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,Porterfield & Lowenthal,90000, Lendell W Porterfield ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,McDermott Will & Emery,90000, James E Datri ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Sepideh Behram ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Seaver Sowers ,1,0,1,10,1
American Bankers Assn,2008,8960000,Florida Bankers Assn,Florida Bankers Assn,0, Scott Jenkins ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Carter K McDowell ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, William Douglas Johnson ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Jenkins Hill Consulting,20000, J Brad Edwards ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Richard J Meltzer ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Insurance Assn,American Bankers Insurance Assn,265736, J Kevin A McKechnie ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Porterfield & Lowenthal,160000, Dawn Callaghan ,1,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,New York Bankers Assn,580000, William J Bosies ,0,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,Porterfield & Lowenthal,90000, Andrew Lowenthal ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Insurance Assn,American Bankers Insurance Assn,265736, Kenneth Clayton ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Dave Koshgarian ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Will Heyniger ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Insurance Assn,American Bankers Insurance Assn,265736, Deanne Marino ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Insurance Assn,American Bankers Insurance Assn,265736, Renee Galbraith ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Bruce A Gates ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Diane Casey Landry ,0,0,1,10,1
American Bankers Assn,2008,8960000,Florida Bankers Assn,Florida Bankers Assn,0, Pamela Ricco ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Glover Park Group,320000, Joel P Johnson ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Charles Gilman ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Cristeena Naser ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Anne Phelps ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Dionne M Davies ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Francis Grab ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Carolyn Walsh ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Holly Bode ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Edward L Yingling ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Wayne Abernathy ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Deanne Marino ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Peter Blockin ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Vincent Barnes ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Robert R Davis ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Mark Tenhundfeld ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, J Kevin A McKechnie ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Tassey & Assoc,120000, Jeffrey A Tassey ,1,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,Porterfield & Lowenthal,90000, Dawn Callaghan ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Fran Mordi ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Butera & Andrews,130000, Philip Corwin ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Kenneth Clayton ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Seaver Smith ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Glover Park Group,320000, Susan Brophy ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn Securities Assn,American Bankers Assn Securities Assn,69732, Sarah A Miller ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Tara Bradshaw ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, James Clark ,0,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,New York Bankers Assn,580000, Stephen W Rice ,0,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,New York Bankers Assn,580000, Michael P Smith ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Porterfield & Lowenthal,160000, Brendon Weiss ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Floyd Stoner ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, William H Boger ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Porterfield & Lowenthal,160000, Lendell W Porterfield ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Rodrigo Javier Alba ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Richard Riese ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Peter Garuccio ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Clark Lytle & Geduldig,200000, Sam K Geduldig ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, John L Doney ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Robert M Rozen ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Clark Lytle & Geduldig,200000, Steve Clark ,0,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,New York Bankers Assn,580000, Karen Armstrong ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Pheobe Papageorgiou ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Clark Lytle & Geduldig,200000, Gary R Lytle ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Robert William Strand ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Sarah A Miller ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Stephen Kenneally ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Kurt Ritterpusch ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Donna J Fisher ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Glover Park Group,320000, Joyce Brayboy ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Gary Gasper ,1,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,New York Bankers Assn,580000, Roberta Kotkin ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Tim Urban ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Deborah L Shannon ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn Securities Assn,American Bankers Assn Securities Assn,69732, Beth L Climo ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, James Ballentine ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Shawn Smith ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, John D Porter ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Kerry Early ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Sidley Austin LLP            ,10000, Karl F Kaufmann ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, James Chessen ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Jenkins Hill Consulting,20000, Nathan Blake ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Amy Swonger ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Jeff Petrich ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Keith Leggett ,0,0,1,10,1
American Bankers Assn,2008,8960000,New York Bankers Assn,Porterfield & Lowenthal,90000, Brendon Weiss ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Porterfield & Lowenthal,160000, Andrew Lowenthal ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, John Blanchfield ,0,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, Nick D Giordano ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Insurance Assn,Barnett Sivon & Natter,40000, James C Sivon ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Ernst & Young,240000, LaBrenda Garrett-Nelson ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,Jenkins Hill Consulting,20000, C Scott Barnhart ,1,0,1,10,1
American Bankers Assn,2008,8960000,American Bankers Assn,American Bankers Assn,8380000, Cathy McTighe ,0,0,1,10,1
American Bankers Assn,2009,9120000,American Bankers Assn,Ernst & Young,240000, Donna Steele Flynn ,1,0,1,11,1
American Bankers Assn,2009,9120000,New York Bankers Assn,Porterfield Lowenthal & Fettig,80000, Brendon Weiss ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn Securities Assn,American Bankers Assn Securities Assn,127000, Sally Miller ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,American Bankers Insurance Assn,170000, J Kevin A McKechnie ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Porterfield Lowenthal & Fettig,160000, Lendell W Porterfield ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Clark Lytle & Geduldig,140000, Gary R Lytle ,0,0,1,11,1
American Bankers Assn,2009,9120000,New York Bankers Assn,New York Bankers Assn,590000, Karen Armstrong ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Nessa Feddis ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,Barnett Sivon & Natter,40000, James C Sivon ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Richard Riese ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn Securities Assn,American Bankers Assn Securities Assn,127000, Cristeena Naser ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Sarah A Miller ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Ernst & Young,240000, Will Heyniger ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,Capitol Counsel,130000, Sara Franko ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Mark Tenhundfeld ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Ernst & Young,240000, LaBrenda Garrett-Nelson ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Shawn Smith ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Kenneth Clayton ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,Capitol Counsel,130000, Zahra Buck ,1,0,1,11,1
American Bankers Assn,2009,9120000,New York Bankers Assn,New York Bankers Assn,590000, Roberta Kotkin ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Ernst & Young,240000, Tim Urban ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, James Clark ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,Capitol Counsel,130000, Shannon Finley ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Stephen Kenneally ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Fran Mordi ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Porterfield Lowenthal & Fettig,160000, Kirsten T Johnson-Obey ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Debbie Shonnon ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,American Bankers Insurance Assn,170000, Renee Galbraith ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Denyette Depierro ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Deanne Marino ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Porterfield Lowenthal & Fettig,160000, Dwight Fettig ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,American Bankers Insurance Assn,170000, Kenneth Clayton ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Gerald Joseph Pigg ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Glover Park Group,320000, Joyce Brayboy ,1,0,1,11,1
American Bankers Assn,2009,9120000,New York Bankers Assn,Porterfield Lowenthal & Fettig,80000, Dwight Fettig ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Lisa J Bleier ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Tassey & Assoc,120000, Jeffrey A Tassey ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, James Ballentine ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Porterfield Lowenthal & Fettig,160000, Andrew Lowenthal ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Dionne M Davies ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Ernst & Young,240000, Heather Meade ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Butera & Andrews,130000, Philip Corwin ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,Ernst & Young,240000, Dave Koshgarian ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,McIntyre Law Firm,0, James T McIntyre ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, James Chessen ,0,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Insurance Assn,Capitol Counsel,130000, Richard Lyles Sullivan ,1,0,1,11,1
American Bankers Assn,2009,9120000,American Bankers Assn,American Bankers Assn,8520000, Deborah L Shannon ,0,0,1,11,1
American Bankers Assn,2009,9120000,Florida Bankers Assn,Florida Bankers Assn,0, Alejandro Sanchez ,0,0,1,11,1
American Bankers Assn,2009,9120000,Florida Bankers Assn,Florida Bankers Assn,0, Pamela Ricco ,0,0,1,11,1
